Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Total,Seats Remaining,Has WL,Units,
"Spring 2025","Regular Academic Session","Engineering","54306","Electrical and Computer Engineering (ECE) Open Sections"," 995","194","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Welch","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54307","Electrical and Computer Engineering (ECE) Open Sections"," 995","195","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Chestek","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54308","Electrical and Computer Engineering (ECE) Open Sections"," 995","196","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Abney","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54309","Electrical and Computer Engineering (ECE) Open Sections"," 995","197","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Sun","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54310","Electrical and Computer Engineering (ECE) Open Sections"," 995","198","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Ruf","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54311","Electrical and Computer Engineering (ECE) Open Sections"," 995","200","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Pal","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54312","Electrical and Computer Engineering (ECE) Open Sections"," 995","204","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Zhang","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54313","Electrical and Computer Engineering (ECE) Open Sections"," 995","205","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Peterson","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54314","Electrical and Computer Engineering (ECE) Open Sections"," 995","207","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Song","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54315","Electrical and Computer Engineering (ECE) Open Sections"," 995","208","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Seiler","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54316","Electrical and Computer Engineering (ECE) Open Sections"," 995","209","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Guzdial","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54317","Electrical and Computer Engineering (ECE) Open Sections"," 995","210","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Yarger","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54318","Electrical and Computer Engineering (ECE) Open Sections"," 995","211","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Owens","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54319","Electrical and Computer Engineering (ECE) Open Sections"," 995","212","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Ying","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54320","Electrical and Computer Engineering (ECE) Open Sections"," 995","213","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Liu","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54321","Electrical and Computer Engineering (ECE) Open Sections"," 995","214","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Liu","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54322","Electrical and Computer Engineering (ECE) Open Sections"," 995","215","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Wang","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54323","Electrical and Computer Engineering (ECE) Open Sections"," 995","216","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Bodwin","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54324","Electrical and Computer Engineering (ECE) Open Sections"," 995","218","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Chakraborty","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54325","Electrical and Computer Engineering (ECE) Open Sections"," 995","219","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Oymak","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54326","Electrical and Computer Engineering (ECE) Open Sections"," 995","221","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Nebeling","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54327","Electrical and Computer Engineering (ECE) Open Sections"," 995","224","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Chen","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54328","Electrical and Computer Engineering (ECE) Open Sections"," 995","225","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Ma","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54329","Electrical and Computer Engineering (ECE) Open Sections"," 995","226","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Eid","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54330","Electrical and Computer Engineering (ECE) Open Sections"," 995","227","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Liang","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54331","Electrical and Computer Engineering (ECE) Open Sections"," 995","228","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Park","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54332","Electrical and Computer Engineering (ECE) Open Sections"," 995","229","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Bogaerts","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54333","Electrical and Computer Engineering (ECE) Open Sections"," 995","230","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Ravi","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54334","Electrical and Computer Engineering (ECE) Open Sections"," 995","231","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Rodriguez","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54335","Electrical and Computer Engineering (ECE) Open Sections"," 995","232","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Wein","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54336","Electrical and Computer Engineering (ECE) Open Sections"," 995","233","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Li","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54337","Electrical and Computer Engineering (ECE) Open Sections"," 995","235","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Liu","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54338","Electrical and Computer Engineering (ECE) Open Sections"," 995","236","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Hollon","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","54339","Electrical and Computer Engineering (ECE) Open Sections"," 995","238","Diss-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Dvorkin","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52858","Electrical Engineering And Computer Science (EECS) Open Sections"," 203","101","Discrete Math","DIS","P R","","","","","F","","","05/06/2025","06/20/2025","10-12PM","1018 DOW","","  30","  30","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","52859","Electrical Engineering And Computer Science (EECS) Open Sections"," 203","102","Discrete Math","DIS","P R","","","","","F","","","05/06/2025","06/20/2025","12-2PM","1018 DOW","","  30","  30","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","52857","Electrical Engineering And Computer Science (EECS) Open Sections"," 203","100","Discrete Math","LEC","A R","M","T","W","TH","","","","05/06/2025","06/20/2025","130-3PM","2150 DOW","Graetz"," "," "," ","4.00",
"Spring 2025","Regular Academic Session","Engineering","53074","Electrical Engineering And Computer Science (EECS) Open Sections"," 215","301","Intro to Elect Circ","LAB","P R","M","","W","","","","","05/06/2025","06/20/2025","12-3PM","1016 EECS","","  20","  20","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","53072","Electrical Engineering And Computer Science (EECS) Open Sections"," 215","100","Intro to Elect Circ","LEC","A R","M","T","W","TH","","","","05/06/2025","06/20/2025","930-11AM","133 CHRYS","Terry Jr"," "," "," ","4.00",
"Spring 2025","Regular Academic Session","Engineering","53073","Electrical Engineering And Computer Science (EECS) Open Sections"," 215","201","Intro to Elect Circ","DIS","A R","","T","","TH","","","","05/06/2025","06/20/2025","11-12PM","133 CHRYS",""," "," "," ","4.00",
"Spring 2025","Regular Academic Session","Engineering","54436","Electrical Engineering And Computer Science (EECS) Open Sections"," 270","101","Intro Logic Design","LAB","P R","","T","","TH","","","","05/06/2025","06/20/2025","12-2PM","1003 EECS","","  20","  20","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","54435","Electrical Engineering And Computer Science (EECS) Open Sections"," 270","100","Intro Logic Design","LEC","A R","M","T","W","TH","","","","05/06/2025","06/20/2025","1030-12PM","1003 EECS","Razak"," "," "," ","4.00",
"Spring 2025","Regular Academic Session","Engineering","51780","Electrical Engineering And Computer Science (EECS) Open Sections"," 280","301","Prog&Data Struct","LAB","P R","","T","","TH","","","","05/06/2025","06/20/2025","10-12PM","1014 DOW","","  32","  32","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","51781","Electrical Engineering And Computer Science (EECS) Open Sections"," 280","302","Prog&Data Struct","LAB","P R","","T","","TH","","","","05/06/2025","06/20/2025","2-4PM","1014 DOW","","  32","  32","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","53035","Electrical Engineering And Computer Science (EECS) Open Sections"," 280","100","Prog&Data Struct","LEC","A R","M","T","W","TH","","","","05/06/2025","06/20/2025","12-130PM","1010 DOW","Juett"," "," "," ","4.00",
"Spring 2025","Regular Academic Session","Engineering","52189","Electrical Engineering And Computer Science (EECS) Open Sections"," 281","301","Data Struct&Algor","LAB","P R","M","","W","","","","","05/06/2025","06/20/2025","3-5PM","1014 DOW","","  32","  32","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","52190","Electrical Engineering And Computer Science (EECS) Open Sections"," 281","302","Data Struct&Algor","LAB","P R","M","","W","","","","","05/06/2025","06/20/2025","3-5PM","1017 DOW","","  32","  32","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","52419","Electrical Engineering And Computer Science (EECS) Open Sections"," 281","303","Data Struct&Algor","LAB","P R","M","","W","","","","","05/06/2025","06/20/2025","3-5PM","1206 DOW","","  32","  32","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","52315","Electrical Engineering And Computer Science (EECS) Open Sections"," 281","304","Data Struct&Algor","LAB","P R","","T","","TH","","","","05/06/2025","06/20/2025","3-5PM","1017 DOW","","  32","  32","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","52188","Electrical Engineering And Computer Science (EECS) Open Sections"," 281","100","Data Struct&Algor","LEC","S R","M","T","W","TH","","","","05/06/2025","06/20/2025","1030-12PM","1109 FXB","Paoletti, Darden"," "," "," ","4.00",
"Spring 2025","Regular Academic Session","Engineering","52242","Electrical Engineering And Computer Science (EECS) Open Sections"," 281","200","Data Struct&Algor","LEC","S R","M","T","W","TH","","","","05/06/2025","06/20/2025","1030-12PM","1500 EECS","Paoletti, Darden"," "," "," ","4.00",
"Spring 2025","Regular Academic Session","Engineering","52487","Electrical Engineering And Computer Science (EECS) Open Sections"," 370","101","Intro Computer Org","LAB","P R","M","","W","","","","","05/06/2025","06/20/2025","10-12PM","1200 EECS","","  48","  48","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","52488","Electrical Engineering And Computer Science (EECS) Open Sections"," 370","102","Intro Computer Org","LAB","P R","M","","W","","","","","05/06/2025","06/20/2025","12-2PM","1200 EECS","","  48","  48","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","52486","Electrical Engineering And Computer Science (EECS) Open Sections"," 370","100","Intro Computer Org","LEC","A R","","T","","TH","","","","05/06/2025","06/20/2025","12-3PM","1060 FMCRB","Beaumont"," "," "," ","4.00",
"Spring 2025","Regular Academic Session","Engineering","53037","Electrical Engineering And Computer Science (EECS) Open Sections"," 376","101","Foundatns Comp Sci","DIS","P R","M","","W","","","","","05/06/2025","06/20/2025","3-4PM","1500 EECS","","  35","  35","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","53038","Electrical Engineering And Computer Science (EECS) Open Sections"," 376","102","Foundatns Comp Sci","DIS","P R","M","","W","","","","","05/06/2025","06/20/2025","4-5PM","1005 EECS","","  35","  35","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","53036","Electrical Engineering And Computer Science (EECS) Open Sections"," 376","100","Foundatns Comp Sci","LEC","A R","M","T","W","TH","","","","05/06/2025","06/20/2025","130-3PM","1500 EECS","Brehob"," "," "," ","4.00",
"Spring 2025","Regular Academic Session","Engineering","54438","Electrical Engineering And Computer Science (EECS) Open Sections"," 398","101","Special Topics","DIS","P R","","","W","","","","","05/06/2025","06/20/2025","2-4PM","1005 EECS","Rampure","  40","  40","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","54437","Electrical Engineering And Computer Science (EECS) Open Sections"," 398","100","Special Topics","LEC","A R","","T","","TH","","","","05/06/2025","06/20/2025","2-5PM","1005 EECS","Rampure"," "," "," ","4.00",
"Spring 2025","Regular Academic Session","Engineering","52645","Electrical Engineering And Computer Science (EECS) Open Sections"," 484","101","Database Mgt Syst","LAB","P R","","T","","TH","","","","05/06/2025","06/20/2025","1130-1230PM","1005 DOW","","  40","  40","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","52646","Electrical Engineering And Computer Science (EECS) Open Sections"," 484","102","Database Mgt Syst","LAB","P R","","T","","TH","","","","05/06/2025","06/20/2025","630-730PM","1018 DOW","","  40","  40","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","52644","Electrical Engineering And Computer Science (EECS) Open Sections"," 484","100","Database Mgt Syst","LEC","A R","M","T","W","TH","","","","05/06/2025","06/20/2025","430-6PM","1500 EECS","Almomani"," "," "," ","4.00",
"Spring 2025","Regular Academic Session","Engineering","52642","Electrical Engineering And Computer Science (EECS) Open Sections"," 497","100","Human-Centered SW","LEC","P R","M","T","W","TH","","","","05/06/2025","06/20/2025","1230-230PM","1017 DOW","Ringenberg","  50","  50","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","52837","Engineering (ENGR) Open Sections"," 301","300","Engr Ugrad Stdy Abrd","LEC","PD ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Cotel"," 350"," 350","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","51137","Engineering (ENGR) Open Sections"," 350","101","Intl Lab Exp-Engin","LAB","PIR","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Sick","  25","  25","N","3.00",
"Spring 2025","Regular Academic Session","Engineering","51009","Engineering (ENGR) Open Sections"," 591","101","Engr Grad Study Abrd","LEC","PD ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR",""," 100"," 100","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","51733","Industrial And Operations Engineering (IOE) Open Sections"," 590","002","Masters Direct Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Cohn","  25","  25","N","2.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51113","Industrial And Operations Engineering (IOE) Open Sections"," 590","032","Masters Direct Study","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Green","  25","  25","N","2.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","54478","Integrative Systems and Design (ISD) Open Sections"," 528","101","Adv Design for mfg","LEC","P R","","T","W","TH","","","","05/06/2025","06/20/2025","10-12PM","ARR","Saitou","  15","  15","Y","3.00",
"Spring 2025","Regular Academic Session","Engineering","54411","Integrative Systems and Design (ISD) Open Sections"," 528","881","Adv Design for mfg","LEC","P R","","","","","","","","05/06/2025","06/20/2025","ARR","REMOTE","Saitou","  25","  23","Y","3.00",
"Spring 2025","Regular Academic Session","Engineering","52577","Manufacturing (MFG) Open Sections"," 452","101","Design for Mfg","LEC","P  ","","T","W","TH","","","","05/06/2025","06/20/2025","10-12PM","2153 GGBL","Saitou","  60","  60","Y","3.00",
"Spring 2025","Regular Academic Session","Engineering","51956","Manufacturing (MFG) Open Sections"," 990","096","Dissertat Pre-Cand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Pan","  25","  25","N","2.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","51955","Manufacturing (MFG) Open Sections"," 995","096","Dissertation-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Pan","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52523","Manufacturing (MFG) Open Sections"," 995","125","Dissertation-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Meerkov","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52503","Materials Science Engineering (MATSCIE) Open Sections"," 280","018","MSE Ugrad Res Opp","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Goldman","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","50910","Materials Science Engineering (MATSCIE) Open Sections"," 490","003","Research Problems","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Millunchick","  25","  25","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Engineering","51101","Materials Science Engineering (MATSCIE) Open Sections"," 490","006","Research Problems","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kotov","  25","  25","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Engineering","52182","Materials Science Engineering (MATSCIE) Open Sections"," 490","009","Research Problems","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Jones","  25","  25","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Engineering","50934","Materials Science Engineering (MATSCIE) Open Sections"," 490","018","Research Problems","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Goldman","  25","  25","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Engineering","50926","Materials Science Engineering (MATSCIE) Open Sections"," 490","023","Research Problems","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Robertson","  25","  25","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Engineering","52254","Materials Science Engineering (MATSCIE) Open Sections"," 490","030","Research Problems","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Glotzer","  25","  25","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Engineering","51042","Materials Science Engineering (MATSCIE) Open Sections"," 490","032","Research Problems","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kim","  25","  25","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Engineering","51721","Materials Science Engineering (MATSCIE) Open Sections"," 490","033","Research Problems","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Shtein","  25","  25","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Engineering","52689","Materials Science Engineering (MATSCIE) Open Sections"," 490","034","Research Problems","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Thornton","  25","  25","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Engineering","52174","Materials Science Engineering (MATSCIE) Open Sections"," 490","037","Research Problems","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Lahann","  25","  25","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Engineering","52301","Materials Science Engineering (MATSCIE) Open Sections"," 490","056","Research Problems","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Misra","  25","  25","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Engineering","52299","Materials Science Engineering (MATSCIE) Open Sections"," 490","058","Research Problems","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Heron","  25","  25","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Engineering","52571","Materials Science Engineering (MATSCIE) Open Sections"," 490","061","Research Problems","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Shahani","  25","  25","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Engineering","51734","Materials Science Engineering (MATSCIE) Open Sections"," 690","014","Research Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Pan","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52822","Materials Science Engineering (MATSCIE) Open Sections"," 690","018","Research Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Goldman","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","52678","Materials Science Engineering (MATSCIE) Open Sections"," 690","073","Research Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Li","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","54484","Materials Science Engineering (MATSCIE) Open Sections"," 690","079","Research Problems","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Bol","  25","  25","N","1.00-16.00",
"Spring 2025","Regular Academic Session","Engineering","51753","Materials Science Engineering (MATSCIE) Open Sections"," 990","029","Diss-Precand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kieffer","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52257","Materials Science Engineering (MATSCIE) Open Sections"," 990","030","Diss-Precand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Glotzer","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52679","Materials Science Engineering (MATSCIE) Open Sections"," 990","073","Diss-Precand","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Li","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Engineering","52825","Materials Science Engineering (MATSCIE) Open Sections"," 995","006","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Kotov","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","51932","Materials Science Engineering (MATSCIE) Open Sections"," 995","008","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Forrest","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52661","Materials Science Engineering (MATSCIE) Open Sections"," 995","019","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Laine","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52224","Materials Science Engineering (MATSCIE) Open Sections"," 995","043","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Tuteja","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52266","Materials Science Engineering (MATSCIE) Open Sections"," 995","045","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Ma","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52429","Materials Science Engineering (MATSCIE) Open Sections"," 995","047","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Marquis","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","52963","Materials Science Engineering (MATSCIE) Open Sections"," 995","060","Diss-Cand","IND","  R","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Hovden","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Engineering","53619","Mechanical Engineering (MECHENG) Open Sections"," 235","101","Thermodynamics I","LEC","P R","M","T","W","","","","","05/06/2025","06/20/2025","9-11AM","1025 GGBL","Mansfield","  35","  35","Y","3.00",
"Spring 2025","Regular Academic Session","Engineering","52291","Mechanical Engineering (MECHENG) Open Sections"," 240","101","Dynamics&Vibrations","LEC","P R","M","T","W","TH","","","","05/06/2025","06/20/2025","1-3PM","2147 GGBL","Khosrovaneh","  45","  45","Y","4.00",
"Spring 2025","Regular Academic Session","Engineering","53618","Mechanical Engineering (MECHENG) Open Sections"," 305","101","Intro Finite Elemnt","LEC","P R","M","T","W","","","","","05/06/2025","06/20/2025","1-3PM","2517 GGBL","Fleming","  46","  46","Y","3.00",
"Spring 2025","Regular Academic Session","Engineering","52576","Mechanical Engineering (MECHENG) Open Sections"," 452","101","Design for Mfg","LEC","P  ","","T","W","TH","","","","05/06/2025","06/20/2025","10-12PM","2153 GGBL","Saitou","  60","  60","Y","3.00",
"Spring 2025","Regular Academic Session","Engineering","51139","Mechanical Engineering (MECHENG) Open Sections"," 490","002","RISE 4","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Awtar","  25","  25","N","3.00",
"Spring 2025","Regular Academic Session","Engineering","51979","Mechanical Engineering (MECHENG) Open Sections"," 490","003","RISE 4","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Koren","  25","  25","N","3.00",
"Spring 2025","Regular Academic Session","Engineering","51140","Mechanical Engineering (MECHENG) Open Sections"," 490","004","RISE 4","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Sienko","  25","  25","N","3.00",
"Spring 2025","Regular Academic Session","Engineering","50694","Mechanical Engineering (MECHENG) Open Sections"," 490","005","RISE 4","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Mazumder","  25","  25","N","3.00",
"Spring 2025","Regular Academic Session","Engineering","50695","Mechanical Engineering (MECHENG) Open Sections"," 490","006","RISE 4","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Ceccio","  25","  25","N","3.00",
"Spring 2025","Regular Academic Session","Engineering","51980","Mechanical Engineering (MECHENG) Open Sections"," 490","008","RISE 4","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Gianchandani","  25","  25","N","3.00",
"Spring 2025","Regular Academic Session","Engineering","51762","Mechanical Engineering (MECHENG) Open Sections"," 490","009","RISE 4","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Gillespie","  25","  25","N","3.00",
"Spring 2025","Regular Academic Session","Engineering","51981","Mechanical Engineering (MECHENG) Open Sections"," 490","010","RISE 4","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Ghosh","  25","  25","N","3.00",
"Spring 2025","Regular Academic Session","Engineering","50894","Mechanical Engineering (MECHENG) Open Sections"," 490","011","RISE 4","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Ni","  25","  25","N","3.00",
"Spring 2025","Regular Academic Session","Engineering","50895","Mechanical Engineering (MECHENG) Open Sections"," 490","012","RISE 4","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Shih","  25","  25","N","3.00",
"Spring 2025","Regular Academic Session","Engineering","52143","Mechanical Engineering (MECHENG) Open Sections"," 490","013","RISE 4","IND","   ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Boehman","  25","  25","N","3.00",
